employee_id,full_name,gender,birth_date,hire_date,termination_date,employment_status_current,dept_code,job_code,band,position_code,is_manager,manager_employee_id,location_code,job_group_code,case_study_tag
E001445,Trần Phương Thị,M,1991-06-09,2024-10-01,2025-11-01,Terminated,01CN000078,MK023M,Band 5,1CN00776,1,E001082,HSC02,BO,
E001446,Mai Hà Hoàng,M,2000-03-19,2024-10-01,,Active,01CN000010,M00110,Band 2,1CN01368,0,E001828,TDU01,RM,
E001447,Phạm Hương,F,1971-02-22,2024-10-01,,Active,01CN000060,MJ011M,Band 5,1CN00084,1,E000959,HCM32,TL,
E001448,Mai Mai,F,1996-06-24,2024-10-01,,Active,01CN000084,MK046S,Band 4,1CN00476,0,E001799,HPH01,BO,
E001449,Mai Nhiên Xuân,M,1990-01-13,2024-10-01,,Active,01CN000060,MK061C,Band 2,1CN00656,0,E000959,HCM32,ARM,
E001450,Hoàng Vi,F,1987-06-26,2024-10-01,,Active,01CN000023,MJ029S,Band 4,1CN01171,0,E001284,DAN01,RM,
E001451,Bùi Hải Mai,M,1996-05-11,2024-10-01,,Active,01CN000001,M00110,Band 2,1CN00879,0,E000167,HNO63,RM,
E001452,Lê Phúc,M,1977-09-17,2024-10-01,,Active,01CN000059,M00108,Band 4,1CN00773,0,E001092,BRV01,RM,
E001453,Lê Dương,F,1986-12-06,2024-10-01,,Active,01CN000001,MJ010S,Band 4,1CN00153,0,E000003,HNO63,BO,
E001454,Đặng Xuân,F,1998-06-14,2024-10-01,,Active,01CN000068,MK091S,Band 3,1CN00838,0,E000478,HSC01,ARM,
E001455,Bùi Thành Bảo,M,1993-09-04,2024-10-01,,Active,01CN000057,MK001T,Band 4,1CN00783,0,E000098,HNO01,ARM,
E001456,Hoàng Khoa Hải,M,1993-10-03,2024-10-01,,Active,01CN000038,M00108,Band 4,1CN00007,0,E000591,KHO01,RM,
E001457,Mai Kim,F,1988-03-06,2024-10-01,,Active,01CN000029,MJ026M,Band 6,1CN00516,1,E000800,HCM01,TL,
E001458,Dương Thành Mai,M,1999-01-28,2024-10-01,,Active,01CN000060,AA052C,K,1CN00378,0,E001186,HCM32,BO,
E001459,Nguyễn Yến,F,1978-02-12,2024-10-01,,Active,01QT000008,BC022S,Band 4,1QT00104,0,,HSC01,BO,
E001460,Lê Phương,F,1977-11-15,2024-10-01,,Active,01CN000070,MJ010S,Band 4,1CN00055,0,E000556,BNI01,BO,
E001461,Phạm An Thế,M,1985-05-03,2024-10-01,2024-11-01,Terminated,01CN000057,MJ016E,Band 5,1CN00389,0,E000098,HCM01,RM,
E001462,Nguyễn Thành,F,1971-04-12,2024-10-01,,Active,01CN000023,MK061C,Band 2,1CN01214,0,E001284,DAN01,ARM,
E001463,Trần Phương Trí,M,1990-04-26,2024-10-01,,Active,01CN000024,M00108,Band 4,1CN00765,0,E000791,HNO49,RM,
E001464,Đặng Bảo,M,1992-04-04,2024-10-01,,Active,01CN000015,MK087M,Band 5,1CN01324,1,,HSC01,BO,
E001465,Đặng Hoàng Đức,M,1983-08-28,2024-10-01,2025-06-01,Terminated,01CN000024,MJ043S,Band 4,1CN00663,0,E000136,HNO49,RM,
E001466,Vũ Quang Đức,M,1975-09-08,2024-10-01,,Active,01CN000062,MK034S,Band 3,1CN00198,0,E001672,HNO17,ARM,
E001467,Bùi Duyên,F,1997-02-12,2024-10-01,,Active,01QT000003,M00359,Band 5,1QT00118,0,E001499,HSC01,BO,
E001468,Dương Vũ Tấn,M,2000-04-18,2024-10-01,,Active,01CN000085,AA052C,K,1CN00132,0,E000423,HNO44,BO,
E001469,Hoàng Châu Đức,M,1993-08-19,2024-10-01,,Active,01CN000080,M00110,Band 2,1CN00865,0,E000879,HNO02,RM,
E001470,Hoàng Nhật,F,1986-10-21,2024-10-01,,Active,01QT000023,FA027C,Band 2,1QT00111,0,E000809,HSC01,BO,
E001471,Đặng Hưng,M,2002-04-15,2024-10-01,2025-10-01,Terminated,01CN000024,M00110,Band 2,1CN01257,0,E000136,HNO49,RM,
E001472,Trần Quý cô Kim,F,1986-05-11,2024-11-01,,Active,01CN000025,MM020D,Band 8,1CN00328,1,E000616,HSC01,BO,
E001473,Hoàng Nhật,F,1992-09-21,2024-11-01,2025-07-01,Terminated,01CN000079,M00107,Band 4,1CN00945,0,E001703,BDU01,RM,
E001474,Bùi Dương,F,1989-12-26,2024-11-01,,Active,01CN000038,MJ029S,Band 4,1CN00977,0,E000591,KHO01,RM,
E001475,Mai Khoa,M,2001-04-05,2024-11-01,2025-11-01,Terminated,01CN000068,MJ161E,Band 5,1CN00015,0,E000314,HSC01,RM,
E001476,Mai Dũng,M,1983-06-18,2024-11-01,,Active,01CN000057,MJ014M,Band 6,1CN00465,1,E001193,HCM01,TL,
E001477,Lê Dũng Hải,M,1976-09-17,2024-11-01,,Active,01CN000083,MJ010S,Band 4,1CN01178,0,E001726,HCM12,BO,
E001478,Dương Thành,M,1993-04-23,2024-11-01,,Active,01CN000072,AA052C,K,1CN01124,0,,HNO65,BO,
E001479,Bùi Quang,M,1983-09-01,2024-11-01,,Active,01QT000017,FA037S,Band 4,1QT00081,0,E000346,HSC01,BO,
E001480,Lê Kim Trí,M,1986-03-13,2024-11-01,2025-04-01,Terminated,01QT000017,FA020S,Band 4,1QT00012,0,E000346,HSC01,BO,
E001481,Hoàng Nhật,F,2002-10-20,2024-11-01,,Active,01CN000033,MJ010S,Band 4,1CN00951,0,E001309,HNO01,BO,
E001482,Bùi Vân,F,1992-12-01,2024-11-01,,Active,01CN000085,M00107,Band 4,1CN00122,0,E000194,HNO44,RM,
E001483,Mai Hà Hữu,M,2001-01-02,2024-11-01,,Active,01QT000024,FA045S,Band 3,1QT00031,0,E000735,HSC01,BO,
E001484,Lê Vi,F,1996-10-01,2024-11-01,2025-07-01,Terminated,01QT000010,FC006M,Band 6,1QT00165,1,E000264,HSC01,BO,
E001485,Bùi Chi,F,1985-01-25,2024-11-01,,Active,01CN000027,MJ029S,Band 4,1CN00784,0,E001357,HPH07,RM,
E001486,Hoàng Phương,F,1972-01-17,2024-11-01,,Active,01CN000042,MJ026M,Band 6,1CN01149,1,E001296,HNO01,TL,
E001487,Vũ Quang Quang,M,2000-02-17,2024-11-01,,Active,01CN000057,MJ017E,Band 4,1CN00726,0,E001389,HNO01,RM,
E001488,Hoàng Dương,F,1975-12-19,2024-11-01,,Active,01CN000079,M00109,Band 3,1CN01341,0,E001703,BDU01,RM,
E001489,Bùi Tú,M,1970-06-18,2024-11-01,,Active,01CN000085,MJ008C,Band 2,1CN00983,0,E000194,HNO44,BO,
E001490,Phạm Quang,M,1994-02-17,2024-11-01,2025-11-01,Terminated,01QT000008,FA017S,Band 4,1QT00020,0,,HSC01,BO,
E001491,Nguyễn Khoa,F,1989-12-07,2024-11-01,,Active,01CN000040,M00108,Band 4,1CN00459,0,E001676,HCM17,RM,
E001492,Hoàng Bảo Phú,M,1983-09-15,2024-11-01,,Active,01CN000068,MK090S,Band 4,1CN00144,0,E000371,HSC01,ARM,
E001493,Nguyễn Chi,F,1976-01-18,2024-11-01,,Active,01CN000039,AA052C,K,1CN01019,0,E001025,HSC01,BO,
E001494,Đặng Lâm,F,1990-06-05,2024-11-01,,Active,01QT000024,FA008S,Band 4,1QT00184,0,E001866,HSC01,BO,
E001495,Trần Nhật,F,1976-04-07,2024-11-01,,Active,01CN000054,MK091S,Band 3,1CN00159,0,E001757,HNO01,ARM,
E001496,Phạm Hưng,M,2002-03-24,2024-11-01,,Active,01CN000061,AA052C,K,1CN00344,0,E000470,HCM29,BO,
E001497,Đặng Khoa Văn,M,1983-01-20,2024-11-01,,Active,01CN000080,M00108,Band 4,1CN00763,0,E000879,HNO02,RM,
E001498,Dương Khoa,M,1977-05-08,2024-11-01,,Active,01CN000012,MJ029S,Band 4,1CN00987,0,E000074,HNO59,RM,
E001499,Phạm Linh,F,2002-01-15,2024-12-01,,Active,01QT000003,FC032M,Band 7,1QT00060,1,E000245,HSC01,BO,
E001500,Mai Trung Đức,M,2000-01-05,2024-12-01,,Active,01CN000019,MJ043S,Band 4,1CN00510,0,E001629,HNO39,RM,
E001501,Bùi Nam,M,1995-04-21,2024-12-01,,Active,01QT000002,FC030C,Band 2,1QT00093,0,E000257,HSC01,BO,
E001502,Lê Thảo,F,1985-07-15,2024-12-01,,Active,01CN000032,MK092C,Band 2,1CN00627,0,,HNO01,ARM,
E001503,Phạm Khoa,M,1988-05-22,2024-12-01,,Active,01QT000010,FC002M,Band 6,1QT00175,1,E000915,HSC01,BO,
E001504,Nguyễn An Mai,M,1991-10-14,2024-12-01,2025-01-01,Terminated,01CN000012,MJ008C,Band 2,1CN01353,0,E000108,HNO59,BO,
E001505,Vũ Thành,M,1993-01-20,2024-12-01,2025-12-01,Terminated,01CN000038,M00108,Band 4,1CN00007,0,E000591,KHO01,RM,
E001506,Vũ Hà Văn,M,1997-11-07,2024-12-01,,Active,01CN000027,M00110,Band 2,1CN01274,0,E001357,HPH07,RM,
E001507,Mai Hồng,F,1997-08-26,2024-12-01,2025-04-01,Terminated,01CN000059,MJ029S,Band 4,1CN01018,0,E001092,BRV01,RM,
E001508,Dương Dũng,M,1977-12-22,2024-12-01,,Active,01CN000065,MK090S,Band 4,1CN00435,0,E000090,HCM01,ARM,
E001509,Phạm Lan,F,1985-12-09,2024-12-01,,Active,01CN000073,M00109,Band 3,1CN01329,0,E001850,HNO34,RM,
E001510,Phạm Ngọc,F,2000-09-23,2024-12-01,,Active,01CN000065,MJ163S,Band 4,1CN00840,0,E000090,HCM01,RM,
E001511,Bùi Thành Mai Bảo,M,1988-10-15,2024-12-01,,Active,01CN000072,MJ010S,Band 4,1CN00162,0,,HNO65,BO,
E001512,Đặng Nam Phú,M,1978-08-14,2024-12-01,,Active,01CN000003,MJ010S,Band 4,1CN01206,0,E000935,DAN03,BO,
E001513,Mai Lâm,F,1991-08-04,2024-12-01,,Active,01CN000067,MJ029S,Band 4,1CN01033,0,E000620,HCM19,RM,
E001514,Bùi An Đức,M,1979-12-04,2024-12-01,,Active,01CN000038,MJ044S,Band 3,1CN00979,0,E000484,KHO01,RM,
E001515,Vũ Vân,F,1975-04-13,2024-12-01,,Active,01CN000027,MJ010S,Band 4,1CN00942,0,E001357,HPH07,BO,
E001516,Bùi Hoàng Tấn,M,1974-01-26,2024-12-01,2025-07-01,Terminated,01CN000071,MK091S,Band 3,1CN01222,0,E001720,HNO01,ARM,
E001517,Bùi Hà,F,1998-10-07,2024-12-01,,Active,01CN000012,M00107,Band 4,1CN00974,0,E000793,HNO59,RM,
E001518,Hoàng Huy Hải,M,2001-11-24,2024-12-01,2025-11-01,Terminated,01QT000013,FA013C,Band 2,1QT00070,0,E001101,HSC01,BO,
E001519,Hoàng Huy Thế,M,1994-05-25,2024-12-01,,Active,01CN000002,MJ044S,Band 3,1CN01071,0,E001684,HCM48,RM,
E001520,Lê Quý cô Phương,F,2002-09-27,2024-12-01,2025-02-01,Terminated,01CN000022,MJ010S,Band 4,1CN00360,0,E001367,CTH01,BO,
E001521,Lê Hải,F,1981-01-01,2024-12-01,,Active,01CN000037,MJ043S,Band 4,1CN00950,0,E001817,HCM01,RM,
E001522,Mai Hoàng Thế,M,1999-03-22,2024-12-01,,Active,01CN000076,M00108,Band 4,1CN00862,0,E001323,HCM04,RM,
E001523,Hoàng Huy Trí,M,1979-01-16,2024-12-01,2025-08-01,Terminated,01CN000020,M00110,Band 2,1CN00473,0,E000058,HPH01,RM,
E001524,Mai Dũng Quang,M,1980-11-23,2024-12-01,2025-09-01,Terminated,01CN000081,MJ111M,Band 7,1CN00488,1,,HSC02,BO,
E001525,Đặng Phúc,M,1993-06-12,2024-12-01,2025-06-01,Terminated,01CN000001,MJ028S,Band 3,1CN00485,0,E000443,HNO63,BO,
E001526,Nguyễn Nhật,F,1987-11-26,2024-12-01,,Active,01CN000060,M00108,Band 4,1CN01314,0,E001186,HCM32,RM,
E001527,Vũ Quý cô Kim,F,1976-02-17,2025-01-01,,Active,01CN000073,MK061C,Band 2,1CN01025,0,E000279,HNO34,ARM,
E001528,Phạm Hoàng,M,1978-12-18,2025-01-01,,Active,01CN000085,M00110,Band 2,1CN00171,0,E000195,HNO44,RM,
E001529,Lê Hoàng,M,1991-04-22,2025-01-01,,Active,01CN000022,AA052C,K,1CN00614,0,E001402,CTH01,BO,
E001530,Hoàng Trọng,M,1989-12-23,2025-01-01,,Active,01CN000029,MK090S,Band 4,1CN00413,0,E001457,HCM01,ARM,
E001531,Hoàng Khoa Hải,M,1977-07-23,2025-01-01,,Active,01QT000009,FC010C,Band 2,1QT00164,0,E000227,HSC01,BO,
E001532,Đặng Quang Văn,M,1971-10-18,2025-01-01,,Active,01CN000025,M00159,Band 8,1CN01013,1,E000519,HSC02,BO,
E001533,Dương Yến,F,1994-06-14,2025-01-01,,Active,01CN000031,BA013M,Band 6,1CN01349,1,E000868,BRV04,HH,
E001534,Đặng Minh Mai Bảo,M,1992-10-15,2025-01-01,,Active,01CN000040,M00109,Band 3,1CN00578,0,E000595,HCM17,RM,
E001535,Dương Kim,F,1977-10-06,2025-01-01,,Active,01QT000017,FA039S,Band 3,1QT00105,0,E000444,HSC01,BO,
E001536,Phạm Phúc,M,1990-07-24,2025-01-01,,Active,01CN000037,M00107,Band 4,1CN01293,0,E000962,HCM01,RM,
E001537,Nguyễn Hưng Bảo,M,1991-11-24,2025-01-01,,Active,01CN000074,MJ029S,Band 4,1CN00151,0,E000331,HCM40,RM,
E001538,Phạm Kim Hải,M,1971-10-21,2025-01-01,,Active,01CN000048,MK092C,Band 2,1CN00299,0,E000682,HCM01,ARM,
E001539,Dương Vũ Xuân,M,1986-05-02,2025-01-01,,Active,01CN000057,MK113S,Band 3,1CN00716,0,E000301,HNO01,ARM,
E001540,Dương Ánh,F,1978-11-01,2025-01-01,,Active,01CN000068,MK092C,Band 2,1CN01159,0,E000371,HSC01,ARM,
E001541,Nguyễn Huy Hữu,M,1981-09-08,2025-01-01,,Active,01CN000057,MJ014M,Band 6,1CN00681,1,E000623,HNO01,TL,
E001542,Hoàng Hồng,F,1991-01-19,2025-01-01,,Active,01CN000080,MJ008C,Band 2,1CN00569,0,E000879,HNO02,BO,
E001543,Trần Minh,M,1992-02-06,2025-01-01,,Active,01CN000065,MJ163S,Band 4,1CN00840,0,E000090,HCM01,RM,
E001544,Nguyễn Quý cô Ánh,F,1984-01-02,2025-01-01,,Active,01CN000073,BA015M,Band 6,1CN00604,1,E000862,HNO34,HH,
E001545,Mai Phương,F,1988-02-09,2025-01-01,,Active,01CN000063,M00398,Band 3,1CN01048,0,E001764,HSC01,BO,
E001546,Bùi Tùng,M,1997-06-14,2025-01-01,,Active,01CN000076,AA052C,K,1CN01269,0,E000139,HCM04,BO,
E001547,Vũ Trung,M,1981-05-19,2025-01-01,,Active,01CN000053,MK019E,Band 5,1CN00258,0,E000843,HCM01,BO,
E001548,Vũ Quý cô Xuân,F,1974-08-24,2025-01-01,,Active,01CN000044,MJ044S,Band 3,1CN00839,0,E000289,QNI01,RM,
E001549,Bùi Quý cô Bảo,F,1976-07-22,2025-01-01,,Active,01CN000021,MK091S,Band 3,1CN00386,0,E000904,HCM01,ARM,
E001550,Mai Khoa Thị,M,2003-11-12,2025-01-01,,Active,01CN000008,MJ037M,Band 5,1CN01109,1,E000073,HCM29,TL,
E001551,Trần Bảo Mai,M,1975-08-08,2025-01-01,,Active,01CN000057,MJ017E,Band 4,1CN00753,0,E000762,HNO01,RM,
E001552,Hoàng Lan,F,1998-07-03,2025-01-01,,Active,01CN000024,M00107,Band 4,1CN01289,0,E000136,HNO49,RM,
E001553,Bùi Kim,F,1991-12-15,2025-01-01,,Active,01CN000010,MJ044S,Band 3,1CN00848,0,E001828,TDU01,RM,
E001554,Lê Quý cô An,F,2002-02-18,2025-01-01,2025-12-01,Terminated,01CN000031,MJ044S,Band 3,1CN00040,0,E001578,BRV04,RM,
E001555,Trần Bảo,M,1991-02-20,2025-02-01,,Active,01CN000002,MJ011M,Band 5,1CN00778,1,E001235,HCM48,TL,
E001556,Lê Nhật,F,1992-09-13,2025-02-01,,Active,01CN000013,MH030S,Band 4,1CN00023,0,E000315,HSC01,BO,
E001557,Trần Hương,F,1982-06-10,2025-02-01,,Active,01CN000057,MM016D,Band 7,1CN00754,1,E000762,HNO01,HH,
E001558,Mai Hương,F,2003-12-23,2025-02-01,,Active,01CN000033,MJ043S,Band 4,1CN01173,0,E001309,HNO01,RM,
E001559,Mai Thành,M,1991-11-10,2025-02-01,,Active,01CN000070,MJ028S,Band 3,1CN00037,0,E000250,BNI01,BO,
E001560,Lê Vi,F,1978-07-03,2025-02-01,,Active,01CN000076,MK015S,Band 3,1CN01219,0,E000139,HCM04,ARM,
E001561,Lê Bảo,F,1997-04-03,2025-02-01,,Active,01CN000085,BA013M,Band 6,1CN00486,1,E000423,HNO44,HH,
E001562,Vũ Hưng Bảo,M,1977-06-22,2025-02-01,,Active,01QT000006,PB019M,Band 4,1QT00097,0,E001219,HSC01,BO,
E001563,Vũ Nhật Mai,M,1981-01-11,2025-02-01,2025-08-01,Terminated,01CN000040,MJ044S,Band 3,1CN01235,0,E000014,HCM17,RM,
E001564,Lê Hà,F,1972-03-09,2025-02-01,,Active,01CN000079,M00108,Band 4,1CN00433,0,E001282,BDU01,RM,
E001565,Hoàng An,F,1972-09-19,2025-02-01,,Active,01CN000022,MJ028S,Band 3,1CN00195,0,E001367,CTH01,BO,
E001566,Dương An Mai,M,1985-07-01,2025-02-01,,Active,01CN000034,MJ044S,Band 3,1CN00804,0,E000347,HNO11,RM,
E001567,Dương Trọng,M,1972-09-03,2025-02-01,,Active,01CN000003,MJ044S,Band 3,1CN01017,0,E001800,DAN03,RM,
E001568,Hoàng Lâm,F,1976-11-03,2025-02-01,,Active,01CN000048,MJ026M,Band 6,1CN00293,1,E000682,HCM01,TL,
E001569,Dương Quý cô Hồng,F,1994-07-16,2025-02-01,,Active,01QT000009,FC010C,Band 2,1QT00164,0,E000076,HSC01,BO,
E001570,Hoàng Duyên,F,1984-09-22,2025-02-01,,Active,01QT000005,FC025C,Band 2,1QT00032,0,E001360,HSC01,BO,
E001571,Mai Mai,F,1981-02-02,2025-02-01,,Active,01CN000037,MJ043S,Band 4,1CN00950,0,E000962,HCM01,RM,
E001572,Lê An,F,1973-09-01,2025-02-01,,Active,01CN000022,MJ010S,Band 4,1CN00360,0,E000389,CTH01,BO,
E001573,Nguyễn Hưng Phú,M,1986-03-16,2025-02-01,,Active,01CN000057,MK113S,Band 3,1CN00716,0,E000866,HNO01,ARM,
E001574,Đặng Hưng Thế,M,1993-04-14,2025-02-01,,Active,01CN000019,MK015S,Band 3,1CN00854,0,E001851,HNO39,ARM,
E001575,Trần Ngọc,F,1989-05-12,2025-02-01,,Active,01CN000037,M00108,Band 4,1CN01194,0,E001817,HCM01,RM,
E001576,Vũ Lan,F,2003-08-13,2025-02-01,,Active,01CN000033,M00108,Band 4,1CN00966,0,E000069,HNO01,RM,
E001577,Hoàng Nhật,F,1989-11-23,2025-02-01,,Active,01CN000002,M00108,Band 4,1CN00932,0,E001555,HCM48,RM,
E001578,Vũ Hà,F,1996-06-28,2025-02-01,,Active,01CN000031,MJ011M,Band 5,1CN00337,1,E001427,BRV04,TL,
E001579,Trần Kim,F,1975-06-09,2025-02-01,,Active,01CN000027,MJ011S,Band 4,1CN01113,0,E001029,HPH07,BO,
E001580,Dương Khoa,M,1973-09-05,2025-02-01,2025-07-01,Terminated,01CN000069,M00107,Band 4,1CN00059,0,E001693,HCM41,RM,
E001581,Đặng Tú Đức,M,1979-08-26,2025-02-01,,Active,01CN000010,AA052C,K,1CN00699,0,E000559,TDU01,BO,
E001582,Phạm Yến,F,1974-09-12,2025-02-01,,Active,01QT000017,FA037S,Band 4,1QT00081,0,E000444,HSC01,BO,
E001583,Hoàng Hương,F,1977-02-17,2025-03-01,,Active,01CN000070,MJ010S,Band 4,1CN00055,0,E000624,BNI01,BO,
E001584,Hoàng Chi,F,1988-11-21,2025-03-01,,Active,01CN000012,M00109,Band 3,1CN01162,0,E000108,HNO59,RM,
E001585,Đặng Quý cô Khoa,F,1999-11-11,2025-03-01,,Active,01CN000069,MJ043S,Band 4,1CN00849,0,E000668,HCM41,RM,
E001586,Lê Phương Phú,M,1982-08-07,2025-03-01,,Active,01CN000006,MJ011M,Band 5,1CN00538,1,E000495,HNO52,TL,
E001587,Lê Quý cô Chi,F,1978-08-08,2025-03-01,,Active,01CN000022,MJ010S,Band 4,1CN00360,0,E001367,CTH01,BO,
E001588,Vũ Nhật,F,1975-03-01,2025-03-01,,Active,01CN000037,MJ028S,Band 3,1CN01184,0,E000962,HCM01,BO,
E001589,Nguyễn Nam Đức,M,1979-06-13,2025-03-01,,Active,01CN000017,MK090S,Band 4,1CN01170,0,E001668,HNO01,ARM,
E001590,Phạm Yến,F,2001-01-07,2025-03-01,,Active,01QT000005,M00141,Band 5,1QT00127,0,E000780,HSC01,BO,
E001591,Đặng Quý ông Hưng,M,1991-12-15,2025-03-01,,Active,01QT000002,FC004E,Band 5,1QT00059,0,E001775,HSC01,BO,
E001592,Nguyễn Phương Hoàng,M,1974-12-24,2025-03-01,,Active,01CN000044,MJ008C,Band 2,1CN00420,0,E001078,QNI01,BO,
E001593,Trần Khoa Đức,M,1983-08-17,2025-03-01,,Active,01CN000022,MK015S,Band 3,1CN00820,0,E001381,CTH01,ARM,
E001594,Nguyễn Hạnh Tấn,M,1988-01-14,2025-03-01,,Active,01CN000025,MM008C,Band 3,1CN01365,0,E001061,HSC02,BO,
E001595,Đặng Dương,F,1983-10-03,2025-03-01,,Active,01CN000074,AA052C,K,1CN00939,0,E000345,HCM40,BO,
E001596,Lê Kim Văn,M,1975-03-13,2025-03-01,,Active,01CN000061,MJ029S,Band 4,1CN01011,0,E000263,HCM29,RM,
E001597,Đặng Thành,F,1979-02-09,2025-03-01,,Active,01CN000025,MM008C,Band 2,1CN00103,0,E000616,HSC01,BO,
E001598,Nguyễn Quý cô Vi,F,1982-06-19,2025-03-01,,Active,01CN000061,AA052C,K,1CN00344,0,E000470,HCM29,BO,
E001599,Lê Nhật,F,1977-10-17,2025-03-01,,Active,01CN000048,MK092C,Band 2,1CN00299,0,E001568,HCM01,ARM,
E001600,Bùi Chi,F,1990-05-03,2025-03-01,,Active,01QT000024,FA044S,Band 3,1QT00035,0,E000735,HSC01,BO,
E001601,Vũ Minh,M,1996-10-02,2025-03-01,,Active,01CN000001,MK061C,Band 2,1CN01051,0,E001086,HNO63,ARM,
E001602,Hoàng Lâm,F,2001-06-24,2025-03-01,2025-06-01,Terminated,01CN000001,MJ029S,Band 4,1CN00911,0,E000443,HNO63,RM,
E001603,Lê Hà,F,2001-10-10,2025-03-01,,Active,01CN000034,M00107,Band 4,1CN00675,0,E000347,HNO11,RM,
E001604,Bùi Thành,F,1977-03-06,2025-03-01,,Active,01CN000073,MJ028S,Band 3,1CN01141,0,E000862,HNO34,BO,
E001605,Hoàng Khoa,F,1985-05-24,2025-03-01,,Active,01CN000070,MJ010S,Band 4,1CN00055,0,E000250,BNI01,BO,
E001606,Trần Duyên,F,1987-09-19,2025-03-01,,Active,01QT000022,VE001S,Band 4,1QT00079,0,E000180,HSC01,BO,
E001607,Nguyễn Nhật Tấn,M,1977-09-01,2025-03-01,,Active,01CN000031,MK015S,Band 3,1CN01265,0,E001578,BRV04,ARM,
E001608,Dương Kim Quang,M,1985-06-14,2025-03-01,2025-07-01,Terminated,01CN000085,AA052C,K,1CN00308,0,E000423,HNO44,BO,
E001609,Vũ Quang Mai,M,2001-02-20,2025-03-01,,Active,01CN000057,MJ016E,Band 5,1CN00389,0,E000866,HCM01,RM,
E001610,Lê Minh Thế,M,1977-06-24,2025-03-01,,Active,01CN000080,MJ011M,Band 5,1CN01059,1,E000879,HNO02,TL,
E001611,Nguyễn Quang,M,1972-10-15,2025-03-01,,Active,01CN000076,MJ029S,Band 4,1CN00347,0,E000139,HCM04,RM,
E001612,Dương Hà,F,1981-11-25,2025-04-01,,Active,01CN000074,MJ028S,Band 3,1CN00271,0,E001749,HCM40,BO,
E001613,Mai Châu,M,1972-12-28,2025-04-01,,Active,01CN000059,BA013M,Band 6,1CN00027,1,E000948,BRV01,HH,
E001614,Đặng Lâm,F,1975-12-28,2025-04-01,,Active,01CN000070,M00108,Band 4,1CN00775,0,E000556,BNI01,RM,
E001615,Lê Dũng,M,1973-04-03,2025-04-01,,Active,01CN000042,MJ026M,Band 6,1CN01149,1,E000122,HNO01,TL,
E001616,Mai Ánh,F,1999-09-07,2025-04-01,,Active,01CN000022,BA013M,Band 6,1CN00645,1,E001623,CTH01,HH,
E001617,Dương Trung Thị,M,1981-04-01,2025-04-01,,Active,01CN000070,MJ011S,Band 4,1CN01272,0,E000624,BNI01,BO,
E001618,Vũ Ngọc,F,1992-03-27,2025-04-01,,Active,01CN000068,MK091S,Band 3,1CN00666,0,E001317,HSC01,ARM,
E001619,Hoàng Dương,F,2002-01-17,2025-04-01,,Active,01CN000044,M00110,Band 2,1CN00550,0,E001078,QNI01,RM,
E001620,Dương Linh,F,1973-02-04,2025-04-01,,Active,01CN000068,MK090S,Band 4,1CN00652,0,E000689,HSC01,ARM,
E001621,Mai Tú,M,1988-10-08,2025-04-01,,Active,01CN000069,MJ044S,Band 3,1CN00563,0,E000668,HCM41,RM,
E001622,Vũ Khoa,F,1996-02-02,2025-04-01,,Active,01CN000067,MJ043S,Band 4,1CN01347,0,E000620,HCM19,RM,
E001623,Phạm Dũng Hoàng,M,1989-08-20,2025-04-01,,Active,01CN000022,MJ011M,Band 5,1CN00931,1,E001367,CTH01,TL,
E001624,Dương Hạnh Tấn,M,2000-09-07,2025-04-01,,Active,01CN000022,MJ028S,Band 3,1CN00195,0,E001367,CTH01,BO,
E001625,Lê Anh,M,1976-09-12,2025-04-01,,Active,01CN000069,MJ011S,Band 4,1CN00743,0,E000668,HCM41,BO,
E001626,Trần Hạnh,F,1976-01-10,2025-04-01,,Active,01CN000057,MJ016E,Band 5,1CN00389,0,E000703,HCM01,RM,
E001627,Mai Trọng,M,1970-12-15,2025-04-01,2025-11-01,Terminated,01CN000069,MJ029S,Band 4,1CN00238,0,E000668,HCM41,RM,
E001628,Mai Mai,F,1990-01-24,2025-04-01,,Active,01CN000067,MJ029S,Band 4,1CN01033,0,E001713,HCM19,RM,
E001629,Vũ Phương Tấn,M,1992-02-19,2025-04-01,,Active,01CN000019,MJ011M,Band 5,1CN01240,1,E001851,HNO39,TL,
E001630,Lê Khoa Hải,M,1980-08-15,2025-04-01,,Active,01CN000065,MK090S,Band 4,1CN00435,0,E000090,HCM01,ARM,
E001631,Hoàng Khoa,M,1985-11-21,2025-04-01,,Active,01CN000041,MK061C,Band 2,1CN00406,0,E000514,HNO17,ARM,
E001632,Nguyễn Phương Mai,M,1998-08-05,2025-04-01,2025-10-01,Terminated,01CN000057,MJ016E,Band 5,1CN00389,0,E001269,HCM01,RM,
E001633,Dương An,F,1996-12-13,2025-04-01,2025-06-01,Terminated,01CN000061,MJ028S,Band 3,1CN00751,0,E001673,HCM29,BO,
E001634,Bùi Tú,M,1981-06-24,2025-04-01,,Active,01CN000034,MJ028S,Band 3,1CN01318,0,E000322,HNO11,BO,
E001635,Bùi Vũ,M,1981-05-27,2025-04-01,,Active,01CN000059,MJ028S,Band 3,1CN01022,0,E001613,BRV01,BO,
E001636,Hoàng Yến,F,1984-04-25,2025-04-01,,Active,01CN000013,MH031C,Band 2,1CN01302,0,E000315,HSC01,BO,
E001637,Đặng Khoa,M,1975-04-25,2025-04-01,,Active,01CN000023,M00109,Band 3,1CN00537,0,E001368,DAN01,RM,
